timestamp,ltp,volume
2021-03-26 09:15:49,33486.05,0
2021-03-26 09:15:50,33498.9,0
2021-03-26 09:15:51,33499.95,0
2021-03-26 09:15:52,33513.05,0
2021-03-26 09:15:53,33518.6,0
2021-03-26 09:15:54,33524.15,0
2021-03-26 09:15:55,33518.9,0
2021-03-26 09:15:56,33523.55,0
2021-03-26 09:15:57,33527.2,0
2021-03-26 09:15:58,33525.4,0
2021-03-26 09:15:59,33518.8,0
2021-03-26 09:16:00,33528.8,0
2021-03-26 09:16:01,33523.05,0
2021-03-26 09:16:02,33522.1,0
2021-03-26 09:16:03,33527.25,0
2021-03-26 09:16:04,33528.9,0
2021-03-26 09:16:05,33519.25,0
2021-03-26 09:16:06,33522.3,0
2021-03-26 09:16:07,33515.45,0
2021-03-26 09:16:08,33506.6,0
2021-03-26 09:16:09,33494.6,0
2021-03-26 09:16:10,33489.1,0
2021-03-26 09:16:11,33471.75,0
2021-03-26 09:16:12,33468.75,0
2021-03-26 09:16:13,33459.85,0
2021-03-26 09:16:14,33459.95,0
2021-03-26 09:16:15,33462.5,0
2021-03-26 09:16:16,33452.55,0
2021-03-26 09:16:18,33426.6,0
2021-03-26 09:16:19,33435.35,0
2021-03-26 09:16:20,33424.65,0
2021-03-26 09:16:22,33437.3,0
2021-03-26 09:16:23,33431.85,0
2021-03-26 09:16:24,33453.8,0
2021-03-26 09:16:25,33456.35,0
2021-03-26 09:16:26,33468.9,0
2021-03-26 09:16:27,33479.1,0
2021-03-26 09:16:28,33476.6,0
2021-03-26 09:16:29,33477.55,0
2021-03-26 09:16:30,33497.6,0
2021-03-26 09:16:31,33493.6,0
2021-03-26 09:16:32,33496.85,0
2021-03-26 09:16:33,33500.3,0
2021-03-26 09:16:34,33500.95,0
2021-03-26 09:16:35,33497.6,0
2021-03-26 09:16:36,33486.85,0
2021-03-26 09:16:37,33491.25,0
2021-03-26 09:16:38,33485.9,0
2021-03-26 09:16:39,33486.8,0
2021-03-26 09:16:40,33462.5,0
2021-03-26 09:16:41,33472.3,0
2021-03-26 09:16:42,33478.55,0
2021-03-26 09:16:44,33480.0,0
2021-03-26 09:16:46,33480.3,0
2021-03-26 09:16:47,33479.1,0
2021-03-26 09:16:48,33484.1,0
2021-03-26 09:16:49,33474.15,0
2021-03-26 09:16:51,33462.9,0
2021-03-26 09:16:52,33466.45,0
2021-03-26 09:16:53,33466.95,0
2021-03-26 09:16:54,33468.7,0
2021-03-26 09:16:55,33453.55,0
2021-03-26 09:16:56,33452.8,0
2021-03-26 09:16:57,33447.8,0
2021-03-26 09:16:58,33439.35,0
2021-03-26 09:16:59,33439.0,0
2021-03-26 09:17:00,33441.0,0
2021-03-26 09:17:01,33438.75,0
2021-03-26 09:17:02,33440.7,0
2021-03-26 09:17:03,33449.05,0
2021-03-26 09:17:04,33455.35,0
2021-03-26 09:17:05,33454.65,0
2021-03-26 09:17:06,33460.3,0
2021-03-26 09:17:07,33453.85,0
2021-03-26 09:17:08,33453.35,0
2021-03-26 09:17:09,33457.15,0
2021-03-26 09:17:10,33453.45,0
2021-03-26 09:17:11,33446.65,0
2021-03-26 09:17:12,33443.15,0
2021-03-26 09:17:14,33439.1,0
2021-03-26 09:17:15,33437.95,0
2021-03-26 09:17:16,33443.95,0
2021-03-26 09:17:17,33457.25,0
2021-03-26 09:17:18,33465.85,0
2021-03-26 09:17:19,33470.3,0
2021-03-26 09:17:20,33469.05,0
2021-03-26 09:17:21,33471.75,0
2021-03-26 09:17:22,33472.9,0
2021-03-26 09:17:23,33472.05,0
2021-03-26 09:17:24,33472.55,0
2021-03-26 09:17:25,33472.7,0
2021-03-26 09:17:26,33476.8,0
2021-03-26 09:17:28,33459.0,0
2021-03-26 09:17:29,33461.7,0
2021-03-26 09:17:30,33467.95,0
2021-03-26 09:17:31,33464.0,0
2021-03-26 09:17:32,33459.25,0
2021-03-26 09:17:33,33462.45,0
2021-03-26 09:17:34,33456.6,0
2021-03-26 09:17:35,33453.2,0
2021-03-26 09:17:36,33447.95,0
2021-03-26 09:17:37,33447.85,0
2021-03-26 09:17:38,33450.6,0
2021-03-26 09:17:39,33432.05,0
2021-03-26 09:17:40,33427.55,0
2021-03-26 09:17:41,33425.55,0
2021-03-26 09:17:42,33413.6,0
2021-03-26 09:17:43,33414.55,0
2021-03-26 09:17:44,33411.55,0
2021-03-26 09:17:45,33409.45,0
2021-03-26 09:17:46,33414.45,0
2021-03-26 09:17:47,33410.0,0
2021-03-26 09:17:48,33411.2,0
2021-03-26 09:17:49,33411.2,0
2021-03-26 09:17:50,33410.45,0
2021-03-26 09:17:51,33413.1,0
2021-03-26 09:17:52,33421.6,0
2021-03-26 09:17:54,33424.4,0
2021-03-26 09:17:55,33430.05,0
2021-03-26 09:17:56,33428.45,0
2021-03-26 09:17:57,33427.85,0
2021-03-26 09:17:58,33425.75,0
2021-03-26 09:17:59,33432.85,0
2021-03-26 09:18:01,33434.0,0
2021-03-26 09:18:02,33427.25,0
2021-03-26 09:18:03,33433.6,0
2021-03-26 09:18:04,33433.1,0
2021-03-26 09:18:05,33434.05,0
2021-03-26 09:18:06,33437.9,0
2021-03-26 09:18:07,33434.95,0
2021-03-26 09:18:08,33442.2,0
2021-03-26 09:18:09,33441.6,0
2021-03-26 09:18:10,33444.05,0
2021-03-26 09:18:11,33446.85,0
2021-03-26 09:18:12,33458.4,0
2021-03-26 09:18:13,33464.95,0
2021-03-26 09:18:14,33454.45,0
2021-03-26 09:18:15,33455.45,0
2021-03-26 09:18:16,33449.0,0
2021-03-26 09:18:17,33442.7,0
2021-03-26 09:18:18,33442.5,0
2021-03-26 09:18:19,33449.4,0
2021-03-26 09:18:20,33444.55,0
2021-03-26 09:18:21,33447.35,0
2021-03-26 09:18:22,33452.05,0
2021-03-26 09:18:23,33459.05,0
2021-03-26 09:18:24,33455.45,0
2021-03-26 09:18:25,33458.25,0
2021-03-26 09:18:26,33461.15,0
2021-03-26 09:18:27,33465.85,0
2021-03-26 09:18:28,33464.25,0
2021-03-26 09:18:29,33466.4,0
2021-03-26 09:18:30,33472.85,0
2021-03-26 09:18:31,33479.05,0
2021-03-26 09:18:32,33474.85,0
2021-03-26 09:18:33,33477.7,0
2021-03-26 09:18:34,33468.1,0
2021-03-26 09:18:35,33467.65,0
2021-03-26 09:18:36,33465.65,0
2021-03-26 09:18:37,33466.5,0
2021-03-26 09:18:38,33475.15,0
2021-03-26 09:18:39,33482.3,0
2021-03-26 09:18:40,33474.15,0
2021-03-26 09:18:41,33471.95,0
2021-03-26 09:18:42,33469.55,0
2021-03-26 09:18:43,33460.4,0
2021-03-26 09:18:44,33471.55,0
2021-03-26 09:18:45,33466.7,0
2021-03-26 09:18:46,33462.85,0
2021-03-26 09:18:47,33451.45,0
2021-03-26 09:18:48,33449.8,0
2021-03-26 09:18:49,33457.5,0
2021-03-26 09:18:50,33463.0,0
2021-03-26 09:18:51,33458.05,0
2021-03-26 09:18:52,33458.95,0
2021-03-26 09:18:53,33458.85,0
2021-03-26 09:18:54,33457.85,0
2021-03-26 09:18:55,33461.3,0
2021-03-26 09:18:56,33459.15,0
2021-03-26 09:18:57,33455.25,0
2021-03-26 09:18:58,33460.3,0
2021-03-26 09:18:59,33460.55,0
2021-03-26 09:19:00,33458.65,0
2021-03-26 09:19:01,33456.4,0
2021-03-26 09:19:02,33455.45,0
2021-03-26 09:19:03,33461.15,0
2021-03-26 09:19:04,33459.7,0
2021-03-26 09:19:05,33457.0,0
2021-03-26 09:19:06,33463.05,0
2021-03-26 09:19:07,33461.9,0
2021-03-26 09:19:08,33458.0,0
2021-03-26 09:19:09,33450.75,0
2021-03-26 09:19:10,33454.3,0
2021-03-26 09:19:11,33454.25,0
2021-03-26 09:19:12,33455.15,0
2021-03-26 09:19:13,33450.9,0
2021-03-26 09:19:14,33452.2,0
2021-03-26 09:19:15,33450.05,0
2021-03-26 09:19:16,33428.25,0
2021-03-26 09:19:17,33426.75,0
2021-03-26 09:19:18,33425.75,0
2021-03-26 09:19:19,33430.55,0
2021-03-26 09:19:20,33438.25,0
2021-03-26 09:19:21,33439.8,0
2021-03-26 09:19:22,33430.2,0
2021-03-26 09:19:23,33436.25,0
2021-03-26 09:19:24,33441.45,0
2021-03-26 09:19:25,33437.55,0
2021-03-26 09:19:26,33438.55,0
2021-03-26 09:19:27,33436.15,0
2021-03-26 09:19:28,33432.55,0
2021-03-26 09:19:29,33434.75,0
2021-03-26 09:19:30,33432.25,0
2021-03-26 09:19:31,33390.6,0
2021-03-26 09:19:32,33406.45,0
2021-03-26 09:19:33,33405.4,0
2021-03-26 09:19:34,33405.25,0
2021-03-26 09:19:36,33406.4,0
2021-03-26 09:19:37,33394.2,0
2021-03-26 09:19:38,33407.15,0
2021-03-26 09:19:39,33402.6,0
2021-03-26 09:19:40,33399.55,0
2021-03-26 09:19:41,33400.2,0
2021-03-26 09:19:42,33400.6,0
2021-03-26 09:19:43,33395.9,0
2021-03-26 09:19:44,33388.6,0
2021-03-26 09:19:45,33394.85,0
2021-03-26 09:19:46,33381.55,0
2021-03-26 09:19:47,33381.4,0
2021-03-26 09:19:49,33394.5,0
2021-03-26 09:19:50,33396.55,0
2021-03-26 09:19:51,33396.3,0
2021-03-26 09:19:52,33395.05,0
2021-03-26 09:19:53,33393.8,0
2021-03-26 09:19:54,33392.4,0
2021-03-26 09:19:55,33393.1,0
2021-03-26 09:19:56,33390.4,0
2021-03-26 09:19:57,33388.2,0
2021-03-26 09:19:58,33386.95,0
2021-03-26 09:19:59,33384.75,0
2021-03-26 09:20:00,33389.4,0
2021-03-26 09:20:01,33390.45,0
2021-03-26 09:20:03,33401.2,0
2021-03-26 09:20:04,33409.05,0
2021-03-26 09:20:05,33416.9,0
2021-03-26 09:20:06,33414.55,0
2021-03-26 09:20:07,33427.35,0
2021-03-26 09:20:08,33427.1,0
2021-03-26 09:20:09,33438.9,0
2021-03-26 09:20:10,33436.15,0
2021-03-26 09:20:12,33448.45,0
2021-03-26 09:20:13,33441.2,0
2021-03-26 09:20:14,33441.0,0
2021-03-26 09:20:15,33438.1,0
2021-03-26 09:20:16,33441.85,0
2021-03-26 09:20:17,33439.85,0
2021-03-26 09:20:18,33442.6,0
2021-03-26 09:20:19,33443.95,0
2021-03-26 09:20:20,33438.5,0
2021-03-26 09:20:21,33444.3,0
2021-03-26 09:20:22,33446.85,0
2021-03-26 09:20:23,33409.15,0
2021-03-26 09:20:24,33431.5,0
2021-03-26 09:20:25,33421.15,0
2021-03-26 09:20:26,33418.9,0
2021-03-26 09:20:27,33419.8,0
2021-03-26 09:20:28,33393.6,0
