timestamp,ltp,volume
2021-05-21 09:37:15,227.9,1233485
2021-05-21 09:37:19,227.9,1233602
2021-05-21 09:37:24,227.9,1234357
2021-05-21 09:37:28,227.9,1235435
2021-05-21 09:37:32,227.8,1241362
2021-05-21 09:37:37,227.7,1251588
2021-05-21 09:37:42,227.85,1254468
2021-05-21 09:37:46,227.8,1254598
2021-05-21 09:37:50,227.8,1254823
2021-05-21 09:37:55,227.8,1255365
2021-05-21 09:37:59,227.85,1257117
2021-05-21 09:38:04,227.8,1257742
2021-05-21 09:38:08,227.8,1260218
2021-05-21 09:38:13,227.8,1260328
2021-05-21 09:38:17,227.8,1260463
2021-05-21 09:38:21,227.7,1260533
2021-05-21 09:38:26,227.7,1260573
2021-05-21 09:38:30,227.7,1260573
2021-05-21 09:38:34,227.8,1261096
2021-05-21 09:38:39,227.75,1261396
2021-05-21 09:38:43,227.75,1261401
2021-05-21 09:38:48,227.8,1261995
2021-05-21 09:38:52,227.8,1262445
2021-05-21 09:38:56,227.8,1264645
2021-05-21 09:39:01,227.8,1264670
2021-05-21 09:39:05,227.8,1265700
2021-05-21 09:39:10,227.75,1265841
2021-05-21 09:39:14,227.75,1267954
2021-05-21 09:39:19,227.75,1268507
2021-05-21 09:39:23,227.75,1268776
2021-05-21 09:39:28,227.75,1268776
2021-05-21 09:39:32,227.8,1269328
2021-05-21 09:39:37,227.8,1269529
2021-05-21 09:39:41,227.75,1270967
2021-05-21 09:39:45,227.8,1271519
2021-05-21 09:39:50,227.8,1271519
2021-05-21 09:39:54,227.8,1271522
2021-05-21 09:39:58,227.8,1271947
2021-05-21 09:40:03,227.75,1272076
2021-05-21 09:40:07,227.85,1273176
2021-05-21 09:40:12,227.85,1273176
2021-05-21 09:40:16,227.95,1281505
2021-05-21 09:40:21,227.95,1282223
2021-05-21 09:40:25,227.9,1282717
2021-05-21 09:40:30,227.9,1282828
2021-05-21 09:40:34,227.95,1283535
2021-05-21 09:40:39,227.9,1286417
2021-05-21 09:40:43,227.95,1286656
2021-05-21 09:40:47,227.95,1286664
2021-05-21 09:40:51,228.0,1287166
2021-05-21 09:40:55,228.0,1287233
2021-05-21 09:41:00,228.0,1291046
2021-05-21 09:41:04,228.05,1301543
2021-05-21 09:41:08,228.1,1314021
2021-05-21 09:41:12,228.0,1327125
2021-05-21 09:41:16,228.0,1328407
2021-05-21 09:41:20,228.0,1329027
2021-05-21 09:41:25,228.0,1330888
2021-05-21 09:41:29,227.95,1331993
2021-05-21 09:41:33,228.0,1332572
2021-05-21 09:41:38,228.0,1333256
2021-05-21 09:41:42,227.95,1337599
2021-05-21 09:41:46,227.9,1337860
2021-05-21 09:41:50,227.75,1349329
2021-05-21 09:41:54,227.8,1349339
2021-05-21 09:41:58,227.8,1349437
2021-05-21 09:42:03,227.8,1349839
2021-05-21 09:42:07,227.75,1350125
2021-05-21 09:42:16,227.65,1357796
2021-05-21 09:42:20,227.6,1358085
2021-05-21 09:42:24,227.6,1360959
2021-05-21 09:42:29,227.8,1462329
2021-05-21 09:42:32,227.8,1468633
2021-05-21 09:42:37,227.85,1469145
2021-05-21 09:42:42,227.85,1470474
2021-05-21 09:42:46,227.85,1472562
2021-05-21 09:42:50,227.9,1474097
2021-05-21 09:42:53,227.85,1474885
2021-05-21 09:42:57,227.9,1475197
2021-05-21 09:43:02,227.9,1477629
2021-05-21 09:43:06,227.85,1499674
2021-05-21 09:43:10,227.9,1499690
2021-05-21 09:43:15,227.85,1499759
2021-05-21 09:43:19,227.9,1502549
2021-05-21 09:43:23,227.9,1502706
2021-05-21 09:43:27,227.9,1503244
2021-05-21 09:43:31,227.85,1505249
2021-05-21 09:43:35,227.9,1507087
2021-05-21 09:43:39,227.9,1507576
2021-05-21 09:43:47,228.0,1594315
2021-05-21 09:43:51,227.9,1616614
2021-05-21 09:43:55,227.85,1617219
2021-05-21 09:43:59,227.85,1617219
2021-05-21 09:44:03,227.8,1617543
2021-05-21 09:44:07,227.85,1618714
2021-05-21 09:44:11,227.85,1618889
2021-05-21 09:44:16,227.85,1620196
2021-05-21 09:44:20,227.8,1620404
2021-05-21 09:44:25,227.8,1622974
2021-05-21 09:44:28,227.8,1623750
2021-05-21 09:44:32,227.8,1623979
2021-05-21 09:44:35,227.8,1624294
2021-05-21 09:44:39,227.85,1624708
2021-05-21 09:44:43,227.75,1632212
2021-05-21 09:44:47,227.75,1635317
2021-05-21 09:44:52,227.7,1635342
2021-05-21 09:44:56,227.65,1635790
2021-05-21 09:45:00,227.7,1636151
2021-05-21 09:45:04,227.7,1637919
2021-05-21 09:45:08,227.7,1638052
2021-05-21 09:45:12,227.7,1638056
2021-05-21 09:45:21,227.65,1638516
2021-05-21 09:45:29,227.6,1644326
2021-05-21 09:45:34,227.5,1647541
2021-05-21 09:45:38,227.55,1647652
2021-05-21 09:45:42,227.5,1648180
