timestamp,ltp,volume
2021-05-14 09:15:16,594.15,272040
2021-05-14 09:15:16,594.15,272040
2021-05-14 09:15:17,594.1,278233
2021-05-14 09:15:18,594.3,284743
2021-05-14 09:15:19,594.3,307557
2021-05-14 09:15:20,594.3,316904
2021-05-14 09:15:21,594.2,325606
2021-05-14 09:15:22,593.95,329026
2021-05-14 09:15:23,593.95,331577
2021-05-14 09:15:23,593.95,331765
2021-05-14 09:15:24,593.4,337460
2021-05-14 09:15:25,593.05,354702
2021-05-14 09:15:26,593.0,367049
2021-05-14 09:15:27,592.55,372762
2021-05-14 09:15:28,592.75,377868
2021-05-14 09:15:29,592.45,384747
2021-05-14 09:15:30,592.25,387575
2021-05-14 09:15:32,592.4,396580
2021-05-14 09:15:33,592.4,407231
2021-05-14 09:15:34,592.0,443770
2021-05-14 09:15:34,591.75,442373
2021-05-14 09:15:35,592.0,453794
2021-05-14 09:15:36,592.35,460652
2021-05-14 09:15:37,592.65,473103
2021-05-14 09:15:38,592.2,478997
2021-05-14 09:15:39,592.4,480781
2021-05-14 09:15:40,592.65,484676
2021-05-14 09:15:41,592.45,493335
2021-05-14 09:15:42,592.75,494063
2021-05-14 09:15:43,592.75,495180
2021-05-14 09:15:44,593.3,503363
2021-05-14 09:15:45,592.85,503470
2021-05-14 09:15:46,593.05,504392
2021-05-14 09:15:47,593.2,507057
2021-05-14 09:15:48,593.3,507832
2021-05-14 09:15:49,593.45,509124
2021-05-14 09:15:50,593.4,509555
2021-05-14 09:15:51,593.8,510578
2021-05-14 09:15:52,593.6,511015
2021-05-14 09:15:54,593.65,511706
2021-05-14 09:15:55,594.0,512962
2021-05-14 09:15:56,594.3,515895
2021-05-14 09:15:57,594.3,516693
2021-05-14 09:15:58,594.3,518151
2021-05-14 09:15:59,594.1,518337
2021-05-14 09:16:00,594.3,518881
2021-05-14 09:16:01,594.45,522214
2021-05-14 09:16:02,594.75,525399
2021-05-14 09:16:05,594.9,527745
2021-05-14 09:16:07,595.1,540455
2021-05-14 09:16:08,595.4,541450
2021-05-14 09:16:09,595.4,542490
2021-05-14 09:16:09,595.4,542842
2021-05-14 09:16:10,595.75,545890
2021-05-14 09:16:11,595.55,547714
2021-05-14 09:16:13,595.9,550804
2021-05-14 09:16:14,596.25,557549
2021-05-14 09:16:15,596.3,559134
2021-05-14 09:16:15,596.2,559437
2021-05-14 09:16:16,596.25,561714
2021-05-14 09:16:18,596.45,564649
2021-05-14 09:16:19,596.15,564876
2021-05-14 09:16:20,596.55,566331
2021-05-14 09:16:21,596.4,568137
2021-05-14 09:16:21,596.65,568636
2021-05-14 09:16:22,596.5,569293
2021-05-14 09:16:23,596.45,571774
2021-05-14 09:16:24,596.8,573620
2021-05-14 09:16:26,596.85,575775
2021-05-14 09:16:27,596.75,576631
2021-05-14 09:16:28,596.95,579972
2021-05-14 09:16:29,597.1,581992
2021-05-14 09:16:29,597.2,582007
2021-05-14 09:16:30,597.15,586264
2021-05-14 09:16:32,597.15,586977
2021-05-14 09:16:33,597.15,588654
2021-05-14 09:16:34,597.3,591265
2021-05-14 09:16:35,597.3,593771
2021-05-14 09:16:35,597.3,593501
2021-05-14 09:16:36,597.3,594436
2021-05-14 09:16:38,597.25,608525
2021-05-14 09:16:39,597.25,609070
2021-05-14 09:16:40,597.15,611307
2021-05-14 09:16:40,597.25,611317
2021-05-14 09:16:41,597.2,613873
2021-05-14 09:16:42,597.2,614648
2021-05-14 09:16:43,597.2,615444
2021-05-14 09:16:45,597.05,617490
2021-05-14 09:16:46,597.15,619910
2021-05-14 09:16:47,597.0,620886
2021-05-14 09:16:48,597.05,621968
2021-05-14 09:16:48,597.05,621978
2021-05-14 09:16:49,597.2,627439
2021-05-14 09:16:51,597.15,628452
2021-05-14 09:16:52,597.15,629547
2021-05-14 09:16:53,597.05,631159
2021-05-14 09:16:54,597.15,638810
2021-05-14 09:16:54,597.15,638835
2021-05-14 09:16:55,596.95,639474
2021-05-14 09:16:56,597.05,641045
2021-05-14 09:16:57,596.7,643403
2021-05-14 09:16:58,596.9,643814
2021-05-14 09:16:59,596.9,649640
2021-05-14 09:17:00,596.9,650156
2021-05-14 09:17:01,596.9,650569
2021-05-14 09:17:03,596.8,651218
2021-05-14 09:17:04,596.9,652179
